Epoch,Layer,Depth,Effective Rank,Smooth Rank (λ=0.1),Smooth Rank (λ=1.0),Smooth Rank (λ=10.0),Train Loss,Test Loss
0,0,4,nan,9.82148265838623,6.843818187713623,4.820172309875488,0.2625920411979065,0.25265375318442124
0,1,4,2.021151304244995,19.32645034790039,11.390583992004395,6.16673469543457,0.2625920411979065,0.25265375318442124
0,2,4,nan,12.682548522949219,6.880934715270996,3.749157428741455,0.2625920411979065,0.25265375318442124
0,3,4,nan,9.861568450927734,4.829254627227783,2.6303787231445312,0.2625920411979065,0.25265375318442124
1,0,4,1.3434303998947144,9.83725357055664,6.845409393310547,4.820346832275391,0.20250008620960971,0.19533772313635997
1,1,4,nan,10.487910270690918,7.113851070404053,4.7415547370910645,0.20250008620960971,0.19533772313635997
1,2,4,nan,7.62799072265625,5.048367023468018,3.335211753845215,0.20250008620960971,0.19533772313635997
1,3,4,nan,8.295478820800781,4.425187587738037,2.4703335762023926,0.20250008620960971,0.19533772313635997
2,0,4,nan,9.83120346069336,6.844823360443115,4.820284366607666,0.19061654097374528,0.18566005027578972
2,1,4,nan,8.829731941223145,6.552659511566162,4.5766191482543945,0.19061654097374528,0.18566005027578972
2,2,4,nan,6.7590837478637695,4.7457075119018555,3.2156412601470947,0.19061654097374528,0.18566005027578972
2,3,4,nan,8.110227584838867,4.2749481201171875,2.3679001331329346,0.19061654097374528,0.18566005027578972
3,0,4,nan,9.821615219116211,6.843864917755127,4.820180416107178,0.1746947738600271,0.1697199679546543
3,1,4,nan,8.561544418334961,6.366486549377441,4.475035667419434,0.1746947738600271,0.1697199679546543
3,2,4,nan,6.3507914543151855,4.526394367218018,3.109053134918213,0.1746947738600271,0.1697199679546543
3,3,4,nan,7.992603778839111,4.155818462371826,2.2918574810028076,0.1746947738600271,0.1697199679546543
4,0,4,nan,9.837498664855957,6.845537185668945,4.82036828994751,0.16048867473174674,0.15607356552032473
4,1,4,nan,8.32457160949707,6.186629295349121,4.3746418952941895,0.16048867473174674,0.15607356552032473
4,2,4,nan,6.0144758224487305,4.331315517425537,3.012708902359009,0.16048867473174674,0.15607356552032473
4,3,4,nan,7.71638822555542,4.035751819610596,2.2333168983459473,0.16048867473174674,0.15607356552032473
5,0,4,nan,9.821555137634277,6.844010829925537,4.820206165313721,0.1997568492918517,0.19309988158937838
5,1,4,nan,8.050875663757324,5.983585834503174,4.263233184814453,0.1997568492918517,0.19309988158937838
5,2,4,nan,5.731132984161377,4.131756782531738,2.920301914215088,0.1997568492918517,0.19309988158937838
5,3,4,nan,7.244149208068848,3.8784546852111816,2.176811933517456,0.1997568492918517,0.19309988158937838
6,0,4,1.3434303998947144,9.837884902954102,6.845487117767334,4.820356845855713,0.13744437271006774,0.13371364615330011
6,1,4,nan,7.781829357147217,5.779714584350586,4.144961833953857,0.13744437271006774,0.13371364615330011
6,2,4,nan,5.472989559173584,3.941297769546509,2.833998680114746,0.13744437271006774,0.13371364615330011
6,3,4,nan,6.8326096534729,3.7777810096740723,2.140423059463501,0.13744437271006774,0.13371364615330011
7,0,4,nan,9.832042694091797,6.844889163970947,4.8202900886535645,0.13409977334148668,0.13010601357492002
7,1,4,nan,7.500383377075195,5.571613311767578,4.02070951461792,0.13409977334148668,0.13010601357492002
7,2,4,nan,5.217339992523193,3.733323097229004,2.7454748153686523,0.13409977334148668,0.13010601357492002
7,3,4,nan,6.553391456604004,3.656675338745117,2.091226100921631,0.13409977334148668,0.13010601357492002
8,0,4,nan,9.827125549316406,6.844415664672852,4.8202409744262695,0.18413615934746053,0.17871080865685668
8,1,4,nan,7.173163890838623,5.340206623077393,3.883535385131836,0.18413615934746053,0.17871080865685668
8,2,4,nan,4.893993377685547,3.5123279094696045,2.6601295471191406,0.18413615934746053,0.17871080865685668
8,3,4,nan,6.342189788818359,3.5718579292297363,2.068650007247925,0.18413615934746053,0.17871080865685668
9,0,4,nan,9.822364807128906,6.843996047973633,4.8201985359191895,0.10204001111042132,0.09931823186829437
9,1,4,nan,6.880496501922607,5.103893756866455,3.743112802505493,0.10204001111042132,0.09931823186829437
9,2,4,nan,4.486261367797852,3.302022695541382,2.571439504623413,0.10204001111042132,0.09931823186829437
9,3,4,nan,6.072443962097168,3.4170329570770264,2.024959087371826,0.10204001111042132,0.09931823186829437
10,0,4,nan,9.83151626586914,6.844781875610352,4.82027530670166,0.09720140190864368,0.09475639832962603
10,1,4,nan,6.387099266052246,4.766782760620117,3.5459537506103516,0.09720140190864368,0.09475639832962603
10,2,4,nan,3.858870029449463,3.0888867378234863,2.440110445022583,0.09720140190864368,0.09475639832962603
10,3,4,nan,5.747589588165283,3.2490973472595215,1.9943214654922485,0.09720140190864368,0.09475639832962603
11,0,4,nan,9.820958137512207,6.843830108642578,4.820178508758545,0.12352762600315789,0.12057277082401785
11,1,4,nan,6.016009330749512,4.490759372711182,3.387896776199341,0.12352762600315789,0.12057277082401785
11,2,4,nan,3.6115455627441406,2.9590673446655273,2.3417410850524902,0.12352762600315789,0.12057277082401785
11,3,4,nan,5.507866859436035,3.1571598052978516,1.977219581604004,0.12352762600315789,0.12057277082401785
12,0,4,nan,9.830772399902344,6.844796657562256,4.820282936096191,0.08100379097398445,0.07890942916552877
12,1,4,nan,5.615835189819336,4.237320423126221,3.236330032348633,0.08100379097398445,0.07890942916552877
12,2,4,nan,3.27213454246521,2.8335964679718018,2.2608144283294678,0.08100379097398445,0.07890942916552877
12,3,4,nan,5.113356113433838,3.0498416423797607,1.9526612758636475,0.08100379097398445,0.07890942916552877
13,0,4,nan,9.821771621704102,6.843864440917969,4.820178985595703,0.07999723928430023,0.07792162274803471
13,1,4,nan,5.122758865356445,3.9541537761688232,3.0548622608184814,0.07999723928430023,0.07792162274803471
13,2,4,nan,3.0128140449523926,2.7290797233581543,2.1817667484283447,0.07999723928430023,0.07792162274803471
13,3,4,nan,4.829107284545898,2.996776580810547,1.9370969533920288,0.07999723928430023,0.07792162274803471
14,0,4,nan,9.82174301147461,6.843930721282959,4.820191383361816,0.0733236891153584,0.07164486568361075
14,1,4,nan,4.546813488006592,3.63663649559021,2.837592601776123,0.0733236891153584,0.07164486568361075
14,2,4,nan,2.9522736072540283,2.6065502166748047,2.1043083667755127,0.0733236891153584,0.07164486568361075
14,3,4,nan,4.764465808868408,2.974989175796509,1.935811996459961,0.0733236891153584,0.07164486568361075
15,0,4,nan,9.822163581848145,6.843918800354004,4.820185661315918,0.06909991498989394,0.06750424756150035
15,1,4,nan,3.844682455062866,3.161773443222046,2.4838624000549316,0.06909991498989394,0.06750424756150035
15,2,4,nan,2.847893714904785,2.3411402702331543,2.018202781677246,0.06909991498989394,0.06750424756150035
15,3,4,nan,4.567171096801758,2.938203811645508,1.9258066415786743,0.06909991498989394,0.06750424756150035
16,0,4,nan,9.821534156799316,6.843841552734375,4.82017707824707,0.094771962007466,0.09204647115768975
16,1,4,nan,3.060319185256958,2.608751058578491,2.1266367435455322,0.094771962007466,0.09204647115768975
16,2,4,nan,2.466200590133667,2.07633113861084,1.975743055343628,0.094771962007466,0.09204647115768975
16,3,4,nan,4.408741474151611,2.9169092178344727,1.9241689443588257,0.094771962007466,0.09204647115768975
17,0,4,nan,9.821959495544434,6.843894004821777,4.820182800292969,0.08010570030064515,0.07788566218675144
17,1,4,nan,2.15739369392395,2.0173661708831787,1.9988205432891846,0.08010570030064515,0.07788566218675144
17,2,4,nan,2.009690523147583,1.997519612312317,1.966041922569275,0.08010570030064515,0.07788566218675144
17,3,4,nan,4.401111602783203,2.918281316757202,1.9120841026306152,0.08010570030064515,0.07788566218675144
18,0,4,1.3434303998947144,9.83804702758789,6.845477104187012,4.8203535079956055,0.07242642938978794,0.06981921039208573
18,1,4,nan,2.019244909286499,2.001669406890869,1.9972151517868042,0.07242642938978794,0.06981921039208573
18,2,4,nan,2.007011651992798,1.9971264600753784,1.9648562669754028,0.07242642938978794,0.06981921039208573
